variable,site,species,undet,ad_f,ad_m,ad_u,sub_m,sub_f,sub_u,juv_f,juv_m,juv_u,distance,angle,odometer,lat (southing on sheet),lon (easting on sheet),habitat,burned,notes,date,year,season,time_start,time_finish,weather_start,weather_finish,odo_start,odo_end,transect_length,observers,driver,guide,id
entry,"1 (mopane), 2 (floodplain)","name (see ""species_list.csv"" for information)",number unknown age/sex,number adult females,number adult males,number adults unknown sex,number,number,number,number,number,number,metres,0-90,km,-19.number,23.number,description,"y, n",char,dd/mm,yyyy,"wet, dry",24h,24h,description,description,km,km,km,names,name,name,transect.replicate
