date,year,season,time_start,time_finish,weather_start,temp_start,weather_finish,odo_start,odo_end,transect_length,observers,driver,guide,id
4/07/2023,2023,dry,7:24:00,10:45:00,clear,6,clear,0,9.46,9.46,"Monique, Robert, Will, Jessica, Tempe, Neil, April, Davide, ",Ona,Ona,1
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
